Sample	command
COPE-1162.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1162.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1162.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1162.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1162.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1162.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1162.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1162.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1162.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1162.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1163.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1163.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1163.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1163.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1163.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1163.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1163.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1163.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1163.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1163.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1164.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1164.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1164.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1164.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1164.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1164.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1164.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1164.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1164.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1164.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1165.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1165.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1165.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1165.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1165.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1165.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1165.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1165.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1165.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1165.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1166.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1166.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1166.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1166.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1166.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1166.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1166.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1166.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1166.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1166.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1167.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1167.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1167.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1167.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1167.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1167.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1167.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1167.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1167.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1167.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1168.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1168.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1168.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1168.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1168.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1168.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1168.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1168.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1168.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1168.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1169.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1169.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1169.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1169.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1169.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1169.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1169.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1169.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1169.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1169.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1170.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1170.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1170.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1170.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1170.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1170.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1170.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1170.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1170.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1170.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1171.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1171.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1171.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1171.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1171.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1171.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1171.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1171.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1171.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1171.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1172.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1172.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1172.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1172.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1172.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1172.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1172.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1172.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1172.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1172.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1173.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1173.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1173.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1173.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1173.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1173.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1173.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1173.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1173.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1173.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1174.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1174.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1174.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1174.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1174.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1174.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1174.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1174.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1174.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1174.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1175.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1175.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1175.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1175.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1175.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1175.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1175.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1175.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1175.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1175.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1176.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1176.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1176.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1176.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1176.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1176.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1176.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1176.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1176.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1176.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1177.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1177.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1177.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1177.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1177.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1177.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1177.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1177.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1177.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1177.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1178.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1178.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1178.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1178.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1178.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1178.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1178.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1178.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1178.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1178.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1179.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1179.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1179.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1179.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1179.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1179.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1179.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1179.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1179.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1179.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1180.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1180.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1180.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1180.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1180.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1180.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1180.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1180.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1180.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1180.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1181.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1181.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1181.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1181.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1181.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1181.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1181.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1181.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1181.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1181.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1182.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1182.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1182.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1182.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1182.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1182.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1182.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1182.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1182.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1182.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1183.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1183.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1183.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1183.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1183.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1183.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1183.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1183.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1183.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1183.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1184.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1184.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1184.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1184.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1184.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1184.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1184.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1184.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1184.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1184.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1185.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1185.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1185.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1185.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1185.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1185.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1185.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1185.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1185.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1185.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1186.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1186.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1186.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1186.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1186.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1186.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1186.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1186.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1186.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1186.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1187.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1187.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1187.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1187.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1187.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1187.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1187.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1187.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1187.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1187.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-1188.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-1188.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-1188.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-1188.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-1188.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-1188.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-1188.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-1188.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-1188.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-1188.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
